,,,Spring Components,,,Dcover No Jcover fuzz,time(Seconds):,286,Dcover Jcover-fuzz,time(Seconds):,1881,Jcover test verification on,time(Seconds):,304
GROUP,PACKAGE,CLASS,@Service,@Controller,Info,LINE_MISSED,LINE_COVERED,Coverage,LINE_MISSED,LINE_COVERED,Coverage,LINE_MISSED,LINE_COVERED,Coverage
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweetfeature,TweetFeature,,,,0,9,1.0,0,9,1.0,0,9,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweetfeature,TweetRecommendationInfo,,,,0,5,1.0,0,5,1.0,0,5,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweetfeature,TopSecondDegreeByCountTweetRecsGenerator,,,,65,0,0.0,65,0,0.0,39,26,0.4
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweetfeature,TopSecondDegreeByCountForTweet,,,,31,5,0.1388888888888889,30,6,0.16666666666666666,36,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.user,TopSecondDegreeByCountRequestForUser,,,,0,10,1.0,0,10,1.0,0,10,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.user,UserRecommendationInfo,,,,0,3,1.0,0,3,1.0,0,3,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.user,TopSecondDegreeByCountUserRecsGenerator,,,,16,0,0.0,16,0,0.0,0,16,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.user,TopSecondDegreeByCountForUser,,,,14,7,0.3333333333333333,13,8,0.38095238095238093,21,0,0.0
GraphJet Core,com.twitter.graphjet.bipartite.api,ReadOnlyIntIterator,,,,1,1,0.5,1,1,0.5,2,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TweetMetadataRecommendationInfo,,,,39,17,0.30357142857142855,39,17,0.30357142857142855,31,25,0.44642857142857145
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TopSecondDegreeByCountRequestForTweet,,,,0,14,1.0,0,14,1.0,0,14,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TopSecondDegreeByCountForTweet,,,,57,5,0.08064516129032258,51,11,0.1774193548387097,62,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TopSecondDegreeByCountTweetMetadataRecsGenerator,,,,54,0,0.0,54,0,0.0,12,42,0.7777777777777778
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TopSecondDegreeByCountTweetRecsGenerator,,,,64,0,0.0,64,0,0.0,38,26,0.40625
GraphJet Core,com.twitter.graphjet.algorithms.counting.tweet,TweetRecommendationInfo,,,,0,3,1.0,0,3,1.0,0,3,1.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.fullgraph,LeftSalsaIteration,,,,32,7,0.1794871794871795,32,7,0.1794871794871795,39,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.fullgraph,Salsa,,,,16,0,0.0,16,0,0.0,16,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.fullgraph,SalsaInternalState,,,,0,4,1.0,0,4,1.0,1,3,0.75
GraphJet Core,com.twitter.graphjet.algorithms.salsa.fullgraph,FinalSalsaIteration,,,,0,3,1.0,0,3,1.0,3,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.fullgraph,RightSalsaIteration,,,,10,3,0.23076923076923078,10,3,0.23076923076923078,7,6,0.46153846153846156
GraphJet Core,com.twitter.graphjet.algorithms.counting,TopSecondDegreeByCount,,,,68,11,0.13924050632911392,68,11,0.13924050632911392,79,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.counting,TopSecondDegreeByCountRecommendationInfo,,,,19,9,0.32142857142857145,19,9,0.32142857142857145,17,11,0.39285714285714285
GraphJet Core,com.twitter.graphjet.algorithms.counting,GeneratorHelper,,,,36,0,0.0,36,0,0.0,7,29,0.8055555555555556
GraphJet Core,com.twitter.graphjet.algorithms.counting,TopSecondDegreeByCountResponse,,,,0,4,1.0,0,4,1.0,0,4,1.0
GraphJet Core,com.twitter.graphjet.algorithms.counting,TopSecondDegreeByCountRequest,,,,4,11,0.7333333333333333,4,11,0.7333333333333333,8,7,0.4666666666666667
GraphJet Core,com.twitter.graphjet.algorithms.salsa.subgraph,SalsaSubgraphInternalState,,,,86,15,0.1485148514851485,86,15,0.1485148514851485,80,21,0.2079207920792079
GraphJet Core,com.twitter.graphjet.algorithms.salsa.subgraph,LeftSubgraphSalsaIteration,,,,11,5,0.3125,11,5,0.3125,6,10,0.625
GraphJet Core,com.twitter.graphjet.algorithms.salsa.subgraph,FinalSubgraphSalsaIteration,,,,3,3,0.5,3,3,0.5,6,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.subgraph,RightSubgraphSalsaIteration,,,,6,0,0.0,6,0,0.0,0,6,1.0
GraphJet Core,com.twitter.graphjet.algorithms.salsa.subgraph,SubgraphSalsa,,,,16,0,0.0,16,0,0.0,16,0,0.0
GraphJet Core,com.twitter.graphjet.algorithms.randommultigraphneighbors,RandomMultiGraphNeighborsRequest,,,,0,8,1.0,0,8,1.0,0,8,1.0
GraphJet Core,com.twitter.graphjet.algorithms.randommultigraphneighbors,RandomMultiGraphNeighborsResponse,,,,0,4,1.0,0,4,1.0,0,4,1.0
GraphJet Core,com.twitter.graphjet.algorithms.randommultigraphneighbors,NeighborInfo,,,,12,14,0.5384615384615384,12,14,0.5384615384615384,12,14,0.5384615384615384
GraphJet Core,com.twitter.graphjet.algorithms.randommultigraphneighbors,RandomMultiGraphNeighbors,,,,74,0,0.0,74,0,0.0,74,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,NodeValueEntry,,,,2,10,0.8333333333333334,0,12,1.0,3,9,0.75
GraphJet Demo,com.twitter.graphjet.demo,TopTweetsServlet.GraphType,n/a,n/a,Could not find file,1,0,0.0,0,1,1.0,1,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,TwitterStreamReader.new StatusListener() {...},n/a,n/a,Could not find file,45,0,0.0,45,0,0.0,45,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,PageRankGraphJetDemo,,,,97,0,0.0,97,0,0.0,91,6,0.061855670103092786
GraphJet Demo,com.twitter.graphjet.demo,GetEdgesServlet.Side,n/a,n/a,Could not find file,0,1,1.0,0,1,1.0,1,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,TopTweetsServlet,,,,34,0,0.0,28,6,0.17647058823529413,34,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,PageRankGraphJetDemo.PageRankGraphJetDemoArgs,n/a,n/a,Could not find file,10,0,0.0,10,0,0.0,0,10,1.0
GraphJet Demo,com.twitter.graphjet.demo,TopHashtagsServlet,,,,29,5,0.14705882352941177,34,0,0.0,34,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,TopUsersServlet,,,,28,5,0.15151515151515152,33,0,0.0,33,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,TopNodes,,,,8,7,0.4666666666666667,8,7,0.4666666666666667,15,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,PageRankCassovaryDemo.PageRankCassovaryDemoArgs,n/a,n/a,Could not find file,5,0,0.0,5,0,0.0,0,5,1.0
GraphJet Demo,com.twitter.graphjet.demo,PageRankCassovaryDemo,,,,63,0,0.0,63,0,0.0,57,6,0.09523809523809523
GraphJet Demo,com.twitter.graphjet.demo,TwitterStreamReader.TwitterStreamReaderArgs,n/a,n/a,Could not find file,12,0,0.0,12,0,0.0,0,12,1.0
GraphJet Demo,com.twitter.graphjet.demo,GetEdgesServlet,,,,20,4,0.16666666666666666,20,4,0.16666666666666666,24,0,0.0
GraphJet Demo,com.twitter.graphjet.demo,TwitterStreamReader,,,,37,0,0.0,37,0,0.0,31,6,0.16216216216216217
GraphJet Demo,com.twitter.graphjet.demo,GetSimilarHashtagsServlet,,,,29,4,0.12121212121212122,29,4,0.12121212121212122,33,0,0.0
